session (db id),num prediccion,num chunk,prolific id,dataset,set,feedback,feedback level,case type,pred (db id),case (db id),system prediction,sys pred proba,actual result,is sys correct,human prediction,is human correct,human agree AI,human trust task,human trust sys,1rst feature,2nd feature,timestamp,duration
521,14,3,664df004fc7d9dafa3ab20df,adult_cfs,adult,cfs,2,falso negativo,1291,39252,0,0.84,1,0,1,1,0,73,5,Similar cases,Occupation,2024-06-26 14:34:32.293269+00:00,0.4035663
521,15,3,664df004fc7d9dafa3ab20df,adult_cfs,adult,cfs,2,falso negativo,1292,38475,0,0.7382857142857141,1,0,0,0,1,72,3,Similar cases,Education,2024-06-26 14:34:53.399549+00:00,0.3517713333333334
522,0,0,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero negativo,1293,36272,0,1.0,0,1,0,1,1,98,8,Similar cases,Education,2024-06-26 14:37:53.858019+00:00,5.0539043999999995
522,1,0,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso negativo,1294,35374,0,0.6,1,0,0,0,1,82,7,Similar cases,Occupation,2024-06-26 14:39:47.146726+00:00,1.8881451166666667
522,2,0,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso positivo,1295,39631,1,0.7,0,0,1,0,1,79,6,Similar cases,Education,2024-06-26 14:41:10.681662+00:00,1.3922489333333334
522,3,0,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero positivo,1296,37772,1,0.56,1,1,1,1,1,81,7,Similar cases,Working class,2024-06-26 14:42:09.952191+00:00,0.9878421500000001
522,4,1,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero negativo,1297,36437,0,1.0,0,1,0,1,1,93,8,Education,Working class,2024-06-26 14:42:54.607505+00:00,0.7442552333333333
522,5,1,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso positivo,1298,35803,1,0.61,0,0,0,1,0,77,6,Occupation,Working class,2024-06-26 14:43:35.816479+00:00,0.6868162333333333
522,6,1,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso negativo,1302,35245,0,0.94,1,0,0,0,1,92,8,Education,Occupation,2024-06-26 14:44:55.163634+00:00,1.3224525833333334
522,7,1,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero negativo,1305,38294,0,1.0,0,1,0,1,1,92,7,Education,Relationship,2024-06-26 14:45:38.978082+00:00,0.7302408
522,8,2,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero negativo,1307,39523,0,0.99,0,1,0,1,1,89,8,Education,Occupation,2024-06-26 14:46:41.835289+00:00,1.0476201166666668
522,9,2,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso positivo,1310,38755,1,0.59,0,0,1,0,1,89,8,Education,Occupation,2024-06-26 14:47:21.061885+00:00,0.6537766
522,10,2,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso negativo,1314,39894,0,0.5980952380952381,1,0,1,1,0,86,7,Occupation,Education,2024-06-26 14:47:59.125449+00:00,0.6343927333333333
522,11,2,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero positivo,1317,35436,1,0.93,1,1,1,1,1,84,7,Similar cases,Occupation,2024-06-26 14:49:13.815903+00:00,1.2448409
522,12,3,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero positivo,1320,37033,1,0.99,1,1,1,1,1,90,8,Education,Occupation,2024-06-26 14:50:26.985676+00:00,1.2194962166666667
522,13,3,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso positivo,1324,36790,1,0.7388497899159664,0,0,0,1,0,86,7,Education,Occupation,2024-06-26 14:51:15.243205+00:00,0.80429215
522,14,3,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,falso negativo,1329,35917,0,0.54,1,0,1,1,0,78,7,Working class,Similar cases,2024-06-26 14:52:21.955639+00:00,1.1118739
522,15,3,66718efa0b149d540c89a9fa,adult_cfs,adult,cfs,2,verdadero positivo,1333,39588,1,0.86,1,1,1,1,1,85,7,Occupation,Education,2024-06-26 14:53:06.699832+00:00,0.74573655
523,0,0,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso negativo,1300,38168,0,0.7308333333333333,1,0,0,0,1,87,9,Occupation,Age,2024-06-26 14:44:06.138564+00:00,7.892489566666667
523,1,0,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso positivo,1304,35592,1,0.93,0,0,1,0,1,92,9,Occupation,Working class,2024-06-26 14:45:36.947444+00:00,1.5134813333333335
523,2,0,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero positivo,1308,38574,1,1.0,1,1,1,1,1,97,9,Capital gain,Occupation,2024-06-26 14:46:47.236730+00:00,1.1714881000000001
523,3,0,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero negativo,1313,35777,0,1.0,0,1,0,1,1,91,8,Hours per week,Occupation,2024-06-26 14:47:54.396884+00:00,1.1193359
523,4,1,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso negativo,1404,35304,0,0.6666666666666667,1,0,1,1,0,84,9,Occupation,AI prediction,2024-06-26 15:14:59.222387+00:00,27.08042505
523,5,1,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero positivo,1416,37851,1,0.98,1,1,1,1,1,95,9,Education,Working class,2024-06-26 15:23:59.539404+00:00,9.005283616666667
523,6,1,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso negativo,1417,38444,0,0.87,1,0,0,0,1,91,9,Working class,Age,2024-06-26 15:29:39.504722+00:00,5.666088633333334
523,7,1,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso positivo,1418,37470,1,0.585,0,0,0,1,0,82,8,Education,Occupation,2024-06-26 15:31:21.196850+00:00,1.6948687999999998
523,8,2,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero negativo,1419,36798,0,0.68,0,1,1,0,0,75,8,Working class,Relationship,2024-06-26 15:40:27.485056+00:00,9.104803433333332
523,9,2,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero positivo,1420,39605,1,0.99,1,1,1,1,1,87,8,Occupation,Capital gain,2024-06-26 15:41:09.784953+00:00,0.7049982833333334
523,10,2,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero negativo,1421,38923,0,0.96,0,1,0,1,1,90,8,Age,Occupation,2024-06-26 15:42:11.178430+00:00,1.0232246166666665
523,11,2,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso positivo,1422,38112,1,0.7879316239316239,0,0,1,0,1,78,8,Occupation,Hours per week,2024-06-26 15:44:13.356354+00:00,2.0362987333333336
523,12,3,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero negativo,1423,37472,0,0.87,0,1,1,0,0,69,8,Working class,Occupation,2024-06-26 15:46:21.936415+00:00,2.1430010166666666
523,13,3,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso positivo,1424,38704,1,0.89,0,0,1,0,1,84,8,Working class,Occupation,2024-06-26 15:52:00.946071+00:00,5.650160933333334
523,14,3,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,verdadero positivo,1425,38509,1,1.0,1,1,0,0,0,78,8,Capital loss,Age,2024-06-26 15:53:36.086744+00:00,1.5856778833333334
523,15,3,6667f20f6275c1a2f0ac01f0,adult_control,adult,control,0,falso negativo,1426,38624,0,0.8383333333333334,1,0,0,0,1,84,8,Occupation,AI prediction,2024-06-26 15:54:14.519200+00:00,0.6405409333333334
524,0,0,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso negativo,1299,39028,0,0.6797445887445887,1,0,1,1,0,84,6,Working class,AI prediction,2024-06-26 14:44:02.976316+00:00,1.1927120833333333
524,1,0,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero positivo,1301,37713,1,0.9031666666666667,1,1,1,1,1,90,8,Working class,AI prediction,2024-06-26 14:44:36.553961+00:00,0.5596274166666666
524,2,0,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero positivo,1303,39018,1,0.99,1,1,0,0,0,75,4,Working class,Similar cases,2024-06-26 14:45:25.622385+00:00,0.8178070666666667
524,3,0,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero negativo,1306,36842,0,0.99,0,1,0,1,1,75,5,Hours per week,AI prediction,2024-06-26 14:46:16.332046+00:00,0.8451610166666667
524,4,1,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso positivo,1309,38241,1,0.92,0,0,1,0,1,84,7,Working class,AI prediction,2024-06-26 14:47:06.758313+00:00,0.8404377833333334
524,5,1,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso negativo,1311,37816,0,0.6221049783549784,1,0,0,0,1,77,5,Similar cases,AI prediction,2024-06-26 14:47:33.039207+00:00,0.4380149
524,6,1,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero negativo,1315,37068,0,1.0,0,1,0,1,1,83,6,Hours per week,AI prediction,2024-06-26 14:48:24.283645+00:00,0.8540739666666667
524,7,1,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso positivo,1316,35150,1,0.5586904761904763,0,0,1,0,1,75,5,Similar cases,AI prediction,2024-06-26 14:49:09.544065+00:00,0.7543403333333334
524,8,2,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso negativo,1318,35578,0,0.9890000000000001,1,0,0,0,1,84,6,Similar cases,AI prediction,2024-06-26 14:49:56.182011+00:00,0.7772991
524,9,2,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso negativo,1321,36301,0,1.0,1,0,0,0,1,76,5,Similar cases,AI prediction,2024-06-26 14:50:33.106063+00:00,0.6154008666666667
524,10,2,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero positivo,1322,38675,1,0.6415000000000001,1,1,1,1,1,83,6,Similar cases,AI prediction,2024-06-26 14:50:52.886022+00:00,0.32966598333333336
524,11,2,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso positivo,1323,35156,1,0.93,0,0,1,0,1,85,6,Similar cases,AI prediction,2024-06-26 14:51:10.400563+00:00,0.2919090166666667
524,12,3,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero negativo,1326,38454,0,1.0,0,1,0,1,1,86,7,Similar cases,AI prediction,2024-06-26 14:51:42.196774+00:00,0.52993685
524,13,3,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,falso positivo,1327,36181,1,1.0,0,0,1,0,1,83,6,Working class,AI prediction,2024-06-26 14:51:52.756730+00:00,0.17599926666666665
524,14,3,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero negativo,1328,39308,0,0.79,0,1,0,1,1,84,6,Working class,AI prediction,2024-06-26 14:52:13.497293+00:00,0.34567605
524,15,3,667b4877702c70222418d02a,adult_cfs,adult,cfs,2,verdadero positivo,1331,36033,1,0.6566666666666666,1,1,1,1,1,85,6,Similar cases,AI prediction,2024-06-26 14:52:49.045508+00:00,0.59247025
525,0,0,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso negativo,1312,35606,0,1.0,1,0,0,0,1,98,9,Similar cases,None,2024-06-26 14:47:38.280972+00:00,4.4059817
525,1,0,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero negativo,1319,38711,0,0.95,0,1,0,1,1,96,8,Similar cases,AI prediction,2024-06-26 14:50:13.136119+00:00,2.5809191166666663
525,2,0,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero positivo,1337,39928,1,0.68,1,1,1,1,1,87,8,Similar cases,Marital status,2024-06-26 14:54:18.495078+00:00,4.089315983333333
525,3,0,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso positivo,1342,37826,1,0.73,0,0,1,0,1,94,7,Similar cases,AI prediction,2024-06-26 14:55:47.556609+00:00,1.48435885
525,4,1,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero negativo,1347,35465,0,0.71,0,1,0,1,1,96,7,Country of origin,AI prediction,2024-06-26 14:57:43.708504+00:00,1.9358649166666666
525,5,1,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso positivo,1350,37470,1,0.585,0,0,0,1,0,90,7,AI prediction,Similar cases,2024-06-26 14:58:36.842427+00:00,0.8855653833333333
525,6,1,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso negativo,1353,38745,0,0.96,1,0,1,1,0,71,6,Similar cases,None,2024-06-26 15:00:28.060408+00:00,1.8536330166666666
525,7,1,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero negativo,1357,36026,0,1.0,0,1,0,1,1,95,9,Similar cases,AI prediction,2024-06-26 15:01:41.036761+00:00,1.21627255
525,8,2,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso negativo,1362,37261,0,0.51,1,0,1,1,0,51,6,Age,Similar cases,2024-06-26 15:03:47.871173+00:00,2.1139068666666665
525,9,2,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso positivo,1368,36097,1,0.6366666666666667,0,0,1,0,1,66,7,AI prediction,Similar cases,2024-06-26 15:05:21.055711+00:00,1.5530756333333333
525,10,2,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero positivo,1391,36788,1,0.935,1,1,1,1,1,99,9,Similar cases,AI prediction,2024-06-26 15:11:29.499009+00:00,6.140721633333333
525,11,2,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso positivo,1394,39131,1,0.8766666666666667,0,0,1,0,1,99,9,Similar cases,None,2024-06-26 15:11:47.986228+00:00,0.30812031666666667
525,12,3,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero positivo,1397,37836,1,0.7230952380952381,1,1,0,0,0,76,5,Similar cases,AI prediction,2024-06-26 15:12:50.563919+00:00,1.0429615166666666
525,13,3,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero negativo,1400,38525,0,0.99,0,1,0,1,1,99,9,Similar cases,AI prediction,2024-06-26 15:13:36.652964+00:00,0.76815075
525,14,3,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,verdadero positivo,1402,36589,1,0.57,1,1,0,0,0,84,7,Similar cases,AI prediction,2024-06-26 15:14:25.760804+00:00,0.8184640000000001
525,15,3,56189fff7d110000113b96ac,adult_cfs,adult,cfs,2,falso negativo,1405,35343,0,0.79,1,0,0,0,1,97,9,Country of origin,Similar cases,2024-06-26 15:15:08.712453+00:00,0.7158608166666667
526,0,0,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso positivo,1332,37037,1,0.87,0,0,1,0,1,95,9,Education,Age,2024-06-26 14:52:50.375974+00:00,4.00146045
526,1,0,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso negativo,1335,38131,0,0.5506572871572871,1,0,0,0,1,66,9,Working class,Hours per week,2024-06-26 14:53:40.776476+00:00,0.8400083666666667
526,2,0,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero negativo,1338,37351,0,1.0,0,1,0,1,1,99,9,Marital status,Sex,2024-06-26 14:54:19.208817+00:00,0.6405390166666667
526,3,0,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero positivo,1340,38547,1,0.99,1,1,1,1,1,98,9,Capital gain,Education,2024-06-26 14:55:12.870582+00:00,0.8943627500000001
526,4,1,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero negativo,1344,38870,0,1.0,0,1,0,1,1,98,9,Working class,Occupation,2024-06-26 14:56:11.175634+00:00,0.9717508666666668
526,5,1,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero negativo,1346,38459,0,0.9788333333333334,0,1,0,1,1,92,9,Occupation,AI prediction,2024-06-26 14:57:40.286772+00:00,1.4851856333333333
526,6,1,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso positivo,1351,36441,1,0.96,0,0,1,0,1,98,9,Education,Age,2024-06-26 14:58:50.870063+00:00,1.1763881833333334
526,7,1,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso positivo,1352,35763,1,0.585,0,0,1,0,1,77,9,Occupation,Hours per week,2024-06-26 15:00:04.562415+00:00,1.2282058666666666
526,8,2,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero positivo,1354,36079,1,0.9475,1,1,1,1,1,99,9,Working class,Age,2024-06-26 15:00:44.387491+00:00,0.6637512666666667
526,9,2,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso negativo,1365,37662,0,0.755,1,0,1,1,0,68,9,Occupation,Education,2024-06-26 15:04:31.953129+00:00,3.7927606333333332
526,10,2,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero positivo,1367,36178,1,1.0,1,1,1,1,1,99,9,Capital gain,Working class,2024-06-26 15:04:55.764766+00:00,0.39686061666666667
526,11,2,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso negativo,1369,38007,0,0.805,1,0,0,0,1,95,9,Occupation,Hours per week,2024-06-26 15:05:24.010160+00:00,0.4707565666666667
526,12,3,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero positivo,1374,38823,1,0.855,1,1,1,1,1,98,9,Occupation,Working class,2024-06-26 15:07:30.398385+00:00,2.106470416666667
526,13,3,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso negativo,1377,35756,0,0.8,1,0,0,0,1,92,9,Occupation,Age,2024-06-26 15:07:51.170978+00:00,0.34620988333333336
526,14,3,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,verdadero negativo,1379,37893,0,0.95,0,1,0,1,1,99,9,Education,Sex,2024-06-26 15:08:20.737040+00:00,0.4927677
526,15,3,667b2d011a96afbef3aaf3b8,adult_shap,adult,shap,1,falso positivo,1388,38546,1,0.86,0,0,0,1,0,78,9,Capital loss,Occupation,2024-06-26 15:10:26.060206+00:00,2.0887194333333334
528,0,0,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero negativo,1343,37344,0,1.0,0,1,0,1,1,100,9,Working class,Hours per week,2024-06-26 14:56:05.412616+00:00,2.99596125
528,1,0,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,falso negativo,1348,39713,0,0.7172142857142858,1,0,1,1,0,75,9,Education,Occupation,2024-06-26 14:57:44.991275+00:00,1.6596443166666668
528,2,0,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,falso positivo,1355,38937,1,0.62,0,0,0,1,0,50,9,Working class,Occupation,2024-06-26 15:00:53.990755+00:00,3.1499913333333334
528,3,0,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,falso negativo,1358,39622,0,0.74,1,0,0,0,1,82,9,Hours per week,Education,2024-06-26 15:02:02.533868+00:00,1.1423852166666668
528,4,1,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,falso positivo,1361,37014,1,0.57,0,0,1,0,1,100,9,Occupation,Hours per week,2024-06-26 15:03:40.461644+00:00,1.6321295999999998
528,5,1,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero negativo,1364,39844,0,1.0,0,1,0,1,1,100,9,Occupation,Working class,2024-06-26 15:04:11.868100+00:00,0.5234409333333333
528,6,1,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero positivo,1380,39273,1,1.0,1,1,1,1,1,100,9,Capital gain,Occupation,2024-06-26 15:08:34.514282+00:00,4.377436366666667
528,7,1,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero positivo,1385,37156,1,0.9066666666666667,1,1,0,0,0,52,9,Occupation,Capital gain,2024-06-26 15:09:39.865524+00:00,1.0891873666666667
528,8,2,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero negativo,1393,38072,0,0.83,0,1,1,0,0,50,9,Hours per week,Occupation,2024-06-26 15:11:45.996987+00:00,2.10219105
528,9,2,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero positivo,1395,38437,1,0.96,1,1,1,1,1,100,9,Working class,Capital gain,2024-06-26 15:12:10.706935+00:00,0.4118324666666667
528,10,2,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,verdadero negativo,1399,36976,0,0.94,0,1,1,0,0,100,9,Occupation,Hours per week,2024-06-26 15:13:26.268023+00:00,1.2593514666666665
528,11,2,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,falso positivo,1403,37947,1,0.63,0,0,0,1,0,100,9,Occupation,Hours per week,2024-06-26 15:14:41.760676+00:00,1.2582108833333334
528,12,3,663440bbcd3bfa566079e2df,adult_shap,adult,shap,1,falso positivo,1407,38528,1,0.68,0,0,0,1,0,100,9,Occupation,Working class,2024-06-26 15:15:38.791254+00:00,0.9505096333333333
